Brand  ,Country  ,Whiskies  ,Votes  ,Rating  ,WB Ranking  ,
Glasgow - City of Culture,Scotland,2,,,G,
Glasgow - European City of Culture,Scotland,2,1,85.50,C,
Glasgow Blend,Scotland,1,1,85.00,C,
Glasgow Herald,Scotland,1,1,86.20,C,
Glasshouse,Scotland,1,1,77.00,E,
Glaswegian,Scotland,1,1,81.63,D,
Glayva,Scotland,3,1,84.00,D,
Gleaming,Scotland,1,1,90.16,B,
Gleann Banbh,Scotland,5,5,84.28,D,
Gleann Muir,Switzerland,1,,,G,
Gleesdale,Scotland,2,,,G,
Glen,Scotland,8,7,78.97,E,
Glen Abbey,Scotland,3,2,72.50,F,
Glen Adam,Scotland,3,2,81.26,D,
Glen Afton,Scotland,1,,,G,
Glen Alan,Scotland,1,1,84.00,D,
Glen Alba,Scotland,1,1,74.00,F,
Glen Albyn,Scotland,180,142,87.49,C,
Glen Aln,Scotland,1,1,82.00,D,
Glen Aray,Scotland,1,,,G,
Glen Ardoch,Scotland,3,2,63.02,G,
Glen Argyll,Scotland,2,,,G,
Glen Arvin,Scotland,1,,,G,
Glen Avon,Scotland,55,40,89.15,C,
Glen Bank,Scotland,1,,,G,
Glen Bannock,Scotland,3,1,65.00,G,
Glen Bervie,Scotland,1,1,50.00,G,
Glen Blair,Scotland,14,4,76.38,E,
Glen Breton Rare,Canada,35,17,72.02,F,
Glen Broch,Scotland,5,4,70.51,F,
Glen Brora,Scotland,1,1,89.71,C,
Glen Buchenbach,Germany,4,2,68.50,G,
Glen Burn,Scotland,5,1,85.00,C,
Glen Cairn,Scotland,8,,,G,
Glen Calder,Scotland,23,10,81.71,D,
Glen Carren,Scotland,4,1,90.00,B,
Glen Carron,Scotland,2,,,G,
Glen Castle,Scotland,18,9,90.01,B,
Glen Catrine,Scotland,3,1,77.00,E,
Glen Cawdor,Scotland,8,7,91.20,B,
Glen Clova,Scotland,5,2,79.00,E,
Glen Clyde,Scotland,8,4,63.41,G,
Glen Corrie,Scotland,2,2,47.50,G,
Glen Coulmony,Scotland,1,,,G,
Glen Craige,Scotland,1,1,82.33,D,
Glen Crinan,Scotland,12,4,72.13,F,
Glen Darbach,Scotland,1,1,73.00,F,
Glen Deer,Scotland,1,1,88.69,C,
Glen Demort,Scotland,2,1,91.67,B,
Glen Deveron,Scotland,95,60,81.89,D,
Glen Dew,Scotland,2,,,G,
Glen Dhu,Scotland,1,1,77.00,E,
Glen Donan,Scotland,1,,,G,
Glen Dorsey,Scotland,1,,,G,
Glen Douglas,Scotland,5,4,77.44,E,
Glen Dowan,Scotland,2,,,G,
Glen Downan,Scotland,3,1,82.67,D,
Glen Drumm,Scotland,7,2,87.50,C,
Glen Drummond,Scotland,9,5,85.53,C,
Glen Eagle,Scotland,15,3,81.67,D,
Glen Eason,Scotland,1,,,G,
Glen Edward's,Scotland,2,1,80.00,D,
Glen Elg,Scotland,2,1,90.00,B,
Glen Elgin,Scotland,580,454,86.19,C,
Glen Ellis,Scotland,1,,,G,
Glen Ellon,Scotland,1,,,G,
Glen Els,Germany,266,233,85.88,C,
Glen Fario Premium,Scotland,1,,,G,
Glen Faye,Scotland,1,,,G,
Glen Findlay,Scotland,1,,,G,
Glen Finloch,Scotland,4,2,62.00,G,
Glen Fiona,Scotland,32,1,89.00,C,
Glen Flagler,Scotland,40,32,84.26,D,
Glen Fohdry,Scotland,5,1,77.00,E,
Glen Forrest,Scotland,2,1,66.57,G,
Glen Foster,Scotland,1,1,78.00,E,
Glen Foyle,Scotland,3,2,68.00,G,
Glen Franciscan,Scotland,3,2,84.88,D,
Glen Fraser,Scotland,5,3,87.07,C,
Glen Fruin,Scotland,1,,,G,
Glen Fyne,Scotland,3,1,78.00,E,
Glen Galwan,Scotland,3,2,73.50,F,
Glen Garioch,Scotland,733,571,85.83,C,
Glen Garry,Scotland,17,8,82.09,D,
Glen Garvie,Scotland,1,,,G,
Glen Garvin,Scotland,1,1,80.00,D,
Glen Gency,Scotland,3,,,G,
Glen George,Scotland,1,1,86.67,C,
Glen Ghillie,Scotland,3,,,G,
Glen Ghoil,,1,,,G,
Glen Gordon,Scotland,13,11,89.46,C,
Glen Graeme,Scotland,5,2,86.00,C,
Glen Grant,Scotland,1660,1238,87.13,C,
Glen Green,Scotland,4,1,56.75,G,
Glen Grigor,Scotland,6,,,G,
Glen Grouse,Scotland,2,1,75.50,E,
Glen Gyle,Scotland,3,2,68.34,G,
Glen Hood,Scotland,1,1,64.50,G,
Glen Hunter,Scotland,3,,,G,
Glen Ila,Scotland,3,2,86.29,C,
Glen Keith,Scotland,546,441,86.93,C,
Glen Kella,United Kingdom,9,3,68.00,G,
Glen Kindie,Scotland,1,1,90.00,B,
Glen Kirk,Scotland,6,4,72.54,F,
Glen Lairg,Scotland,2,,,G,
Glen Laogh,Scotland,1,,,G,
Glen Leora,Scotland,1,1,87.00,C,
Glen Lion,Scotland,1,,,G,
Glen Lord,Scotland,4,1,84.00,D,
Glen Lyon,Scotland,3,1,86.00,C,
Glen Mac Clay,Scotland,1,,,G,
Glen Mansion,Scotland,2,1,46.00,G,
Glen Marnoch,Scotland,24,22,77.75,E,
Glen Martin,Scotland,2,2,80.00,D,
Glen Mavis,Scotland,7,2,81.00,D,
Glen Mhor,Scotland,233,187,87.17,C,
Glen Mill,Scotland,1,,,G,
Glen Mist,Scotland,1,,,G,
Glen Monson,Scotland,1,,,G,
Glen Moore,Scotland,1,,,G,
Glen Moray,Scotland,1298,961,85.35,C,
Glen Morgain,Scotland,1,1,48.00,G,
Glen Morris,Scotland,4,2,78.00,E,
Glen Morven,Scotland,9,7,72.58,F,
Glen Mosset,Scotland,1,1,87.75,C,
Glen Navil,Scotland,1,1,88.00,C,
Glen Ness,Scotland,2,2,36.00,G,
Glen Nevis,Scotland,11,4,85.00,C,
Glen Nicol,Scotland,3,,,G,
Glen Niven,Scotland,1,,,G,
Glen Oak,Scotland,3,,,G,
Glen Olo,Scotland,1,1,89.13,C,
Glen Orchy,Scotland,6,5,67.78,G,
Glen Ord,Scotland,382,295,85.23,C,
Glen Orrin,Scotland,3,2,78.63,E,
Glen Orson,Scotland,3,1,69.00,G,
Glen Park,Scotland,1,,,G,
Glen Parker,Scotland,6,4,69.27,G,
Glen Piper,Scotland,3,1,70.00,F,
Glen Quaich,Scotland,2,2,86.00,C,
Glen Ranoch,Scotland,4,3,74.12,F,
Glen Raven,Scotland,1,,,G,
Glen Rhine,Switzerland,4,1,70.00,F,
Glen Roger's,Scotland,8,4,76.71,E,
Glen Rosa,Scotland,7,3,78.79,E,
Glen Rossie,Scotland,9,1,77.00,E,
Glen Rowan,Scotland,3,2,71.50,F,
Glen Rowland,Scotland,1,,,G,
Glen Royal,Scotland,7,,,G,
Glen Russell,Scotland,2,1,50.00,G,
Glen Saanich,Canada,1,,,G,
Glen Salen,Scotland,2,,,G,
Glen Sannox,Scotland,1,,,G,
Glen Saunders,Scotland,3,2,79.50,E,
Glen Scanlan,Scotland,17,9,63.24,G,
Glen Scotia,Scotland,817,622,85.52,C,
Glen Shee,Scotland,2,,,G,
Glen Shira,Scotland,1,,,G,
Glen Shodnya,,1,1,87.92,C,
Glen Sligachan,Scotland,1,,,G,
Glen Slitisa,Germany,6,3,75.92,E,
Glen Sloy,Scotland,7,5,77.28,E,
Glen Spey,Scotland,294,219,84.11,D,
Glen Stag,Scotland,8,1,78.00,E,
Glen Stewart,Scotland,2,1,84.20,D,
Glen Still,Scotland,1,,,G,
Glen Storn,Scotland,1,,,G,
Glen Stuart,Scotland,,,,G,
Glen Talla,Scotland,1,,,G,
Glen Talloch,Scotland,15,11,64.54,G,
Glen Thunder,United States,2,,,G,
Glen Torness,Scotland,1,1,78.00,E,
Glen Torran,Scotland,6,1,78.00,E,
Glen Tosh,Scotland,1,,,G,
Glen Turner,Scotland,32,26,75.16,E,
Glen Tyrell,Scotland,1,1,64.00,G,
Glen Uig,Scotland,1,,,G,
Glen Urquhart,Scotland,3,1,84.67,D,
Glen Usk,Scotland,1,,,G,
Glen Vegan,Scotland,2,,,G,
Glen Victory,Scotland,1,,,G,
Glen'h,Scotland,2,2,75.00,E,
Glenaber,Scotland,,,,G,
Glenalba,Scotland,10,10,83.30,D,
Glenallachie,Scotland,787,615,85.66,C,
Glenalmond,Scotland,15,6,77.75,E,
Glenandrew,Scotland,6,4,78.83,E,
Glenbachie,Scotland,1,1,76.33,E,
Glenbaron,United States,1,,,G,
Glenbeg,Scotland,3,1,83.00,D,
Glenberry,Scotland,10,1,78.00,E,
Glenborough,Scotland,1,,,G,
Glenborrodale,Scotland,10,9,83.73,D,
Glenbridge,Scotland,1,1,84.67,D,
Glenbrynth,Scotland,6,3,78.67,E,
Glenburgie,Scotland,701,539,85.91,C,
Glenburn,Scotland,4,2,83.50,D,
Glencadam,Scotland,387,290,85.71,C,
Glencannon,Scotland,1,,,G,
Glencarnie,Scotland,2,,,G,
Glencoe,Scotland,23,16,82.83,D,
Glencolin,Scotland,1,,,G,
Glencraig,Scotland,68,51,87.32,C,
Glendalough,Ireland,63,46,80.72,D,
Glendamore,Scotland,2,,,G,
Glendarroch,Scotland,9,3,80.78,D,
Glendaruel,Scotland,1,,,G,
Glenderry Private Reserve,Scotland,3,,,G,
Glendon,Scotland,1,,,G,
Glendoon Malt Whisky,Scotland,1,,,G,
Glendorris,Scotland,1,1,76.00,E,
Glendower,Scotland,8,6,72.67,F,
Glendramroc,Scotland,1,1,78.50,E,
Glendronach,Scotland,1523,1373,88.05,C,
Glendrostan,Scotland,6,2,83.84,D,
Glendullan,Scotland,260,182,84.47,D,
Gleneach,Scotland,1,,,G,
Gleneagles,Scotland,1,1,90.00,B,
Glenesk,Scotland,89,68,86.69,C,
Glenfairn,Scotland,10,6,78.70,E,
Glenfairytales,Scotland,1,1,89.90,C,
Glenfarclas,Scotland,2132,1642,87.88,C,
Glenfiddich,Scotland,1080,830,84.93,D,
Glenforres,Scotland,11,5,71.89,F,
Glenfoyle,Scotland,8,4,76.87,E,
Glenfyne,Scotland,1,1,88.00,C,
Glengannon,Scotland,2,1,71.70,F,
Glengarrett,Scotland,4,1,70.67,F,
Glengarry,Scotland,7,7,77.89,E,
Glenglassaugh,Scotland,555,437,87.40,C,
Glengoyne,Scotland,959,780,86.14,C,
Glengyle,Scotland,,,,G,
Glenham,Scotland,1,,,G,
Glenisla,Scotland,9,9,85.02,C,
Glenkenny,Scotland,1,1,52.38,G,
Glenkinchie,Scotland,173,115,82.86,D,
Glenlanarach,Scotland,3,,,G,
Glenleven,Scotland,13,6,85.16,C,
Glenlivet,Scotland,2140,1561,86.25,C,
Glenlochy,Scotland,107,100,90.04,B,
Glenlogie,Scotland,2,1,72.00,F,
Glenlomyn,Scotland,1,,,G,
Glenlossie,Scotland,601,457,86.18,C,
Glenluig,Scotland,2,2,66.42,G,
Glenmark,Scotland,6,,,G,
Glenmorangie,Scotland,801,625,84.85,D,
Glenmore,,6,5,85.20,C,
Glenmoriston,Scotland,5,2,77.50,E,
Glenmoy,Scotland,1,1,81.25,D,
Glenn,Sweden,4,3,85.60,C,
Glenn Duimpje,Netherlands,1,1,73.67,F,
Glenora,Canada,4,3,79.39,E,
Glenpark,Scotland,1,1,80.43,D,
Glenreidh,Scotland,1,,,G,
Glenridell,Scotland,1,,,G,
Glenroc,France,2,,,G,
Glenrosa,Scotland,3,,,G,
Glenrothes,Scotland,1743,1326,86.29,C,
Glenrowan,Scotland,1,1,85.00,C,
Glens Extra,Scotland,3,3,84.72,D,
Glensbury,Scotland,1,1,86.00,C,
Glensheil,Scotland,2,2,80.10,D,
Glenshiel,Scotland,6,4,77.00,E,
Glenshire,Scotland,3,1,55.00,G,
Glenside,Scotland,4,1,76.00,E,
Glentauchers,Scotland,801,592,85.67,C,
Glentime,Scotland,2,2,75.50,E,
Glentoshan,Scotland,4,2,82.91,D,
Glentromie,Scotland,4,3,82.64,D,
Glenturret,Scotland,595,440,85.44,C,
Glenugie,Scotland,133,102,88.89,C,
Glenury Royal,Scotland,117,95,88.98,C,
Glenvar,Scotland,2,,,G,
Glenwood,Scotland,4,2,65.84,G,
GlenWyvis,Scotland,3,2,77.00,E,
Glina Whisky,Germany,59,45,74.29,F,
Gloag's Perth Whisky,Scotland,2,2,88.67,C,
Glorious,Scotland,1,,,G,
Glorious Bastard,Scotland,1,1,79.38,E,
Glorious Ginger,Scotland,1,1,87.76,C,
Glück Auf Whisky,Germany,9,8,78.11,E,
Glühgoyne,Germany,1,1,88.00,C,
Glynnevan,Canada,4,3,80.33,D,
GMB,Scotland,2,1,77.50,E,
GMWU,Scotland,1,,,G,
Gnaw Bone,United States,2,,,G,
Goalong Liquor,China,6,4,78.87,E,
Goats Against The Grain,United Kingdom,3,,,G,
Goblin's peated Islay,Scotland,2,2,85.75,C,
Godzilla,Scotland,2,1,89.36,C,
Golani,Israel,19,12,81.35,D,
Gold Bar,United States,5,2,76.38,E,
Gold Braid,Scotland,2,,,G,
Gold Coach,United States,1,,,G,
Gold Cock,Czech Republic,95,61,84.38,D,
Gold Crown,Scotland,4,1,75.80,E,
Gold Finger's,,1,,,G,
Gold Fusion,Belgium,1,1,89.25,C,
Gold King Whisky,Japan,1,,,G,
Gold King Whisky,Czech Republic,4,,,G,
Gold Label,Scotland,3,,,G,
Gold Lion,Scotland,1,,,G,
Gold Lynx,Scotland,2,,,G,
Gold Medal,India,2,1,78.00,E,
Gold Member,Scotland,1,,,G,
Gold Mill,Scotland,2,1,88.00,C,
Gold Ochsen,Germany,1,1,67.33,G,
Gold Park,Scotland,1,,,G,
Gold River,Scotland,1,,,G,
Gold Rush,Scotland,3,,,G,
Gold Shot,Scotland,1,1,86.14,C,
Gold Standard,Scotland,1,1,89.83,C,
Gold Star,Scotland,8,2,70.25,F,
Gold Wasser,Poland,1,,,G,
Gold Well,Czech Republic,1,1,90.25,B,
Golden Age,Scotland,2,,,G,
Golden Arms,France,1,,,G,
Golden Blue,,2,1,62.00,G,
Golden Boat,,1,,,G,
Golden Bridge,Scotland,1,,,G,
Golden Crown,Scotland,1,,,G,
Golden Dew,Scotland,1,1,60.33,G,
Golden Distillery,United States,1,,,G,
Golden Dogs,Scotland,1,,,G,
Golden Eagle,Scotland,6,2,80.00,D,
Golden Eagle Whisky,Kenya,1,,,G,
Golden Goal,Scotland,1,,,G,
Golden Grain,Scotland,7,6,89.72,C,
Golden Harvest,Scotland,1,1,88.00,C,
Golden Horse,Japan,9,7,80.24,D,
Golden Irish Whiskey,Ireland,2,1,72.33,F,
Golden Leaf,Scotland,,,,G,
Golden Lion,Scotland,1,,,G,
Golden Loch,Scotland,3,2,62.34,G,
Golden Malt,Scotland,1,1,87.00,C,
Golden Monarch,Scotland,1,,,G,
Golden Moon,United States,4,1,84.00,D,
Golden Oak,Nepal,1,1,65.00,G,
Golden Park,Scotland,1,1,70.00,F,
Golden Pipe,Scotland,2,1,86.00,C,
Golden Piper,Scotland,1,,,G,
Golden Rare,Scotland,3,2,83.13,D,
Golden Ribbon,Scotland,1,,,G,
Golden River,Scotland,1,,,G,
Golden Scanlan,Scotland,1,1,74.00,F,
Golden Shoe,Scotland,7,5,51.73,G,
Golden Spirit,Scotland,1,,,G,
Golden Stag,Canada,1,1,60.00,G,
Golden State,United States,2,,,G,
Golden Sun,United States,1,,,G,
Golden Tiger,Scotland,1,1,88.67,C,
Golden Velvet,Scotland,2,1,58.00,G,
Golden Wedding,United States,3,2,80.75,D,
Goldlys,Belgium,34,29,72.81,F,
Goldwaescher,Switzerland,1,1,80.00,D,
Gölles,Austria,4,1,78.00,E,
golser,Austria,1,,,G,
Golspie Gold,Scotland,1,,,G,
Good Old Riedbacher,Germany,3,1,70.00,F,
Gooderham & Worts Ltd.,Canada,11,8,83.98,D,
Gooderham's,Canada,1,1,86.50,C,
GoodTimes,Germany,1,,,G,
Goodwood,United States,1,,,G,
Gordon Highlander,Scotland,11,1,88.50,C,
Gorter's,Scotland,1,,,G,
Gouden Carolus,Belgium,17,17,82.71,D,
Governor's Cellar,Scotland,2,,,G,
Grace Île,Scotland,1,1,88.00,C,
Grace O'Malley,Ireland,7,3,80.42,D,
Grain,Scotland,4,4,80.67,D,
Grain Scotch Whisky,Scotland,,,,G,
Grain Whisky,,,,,G,
Grampian Country Foods,Scotland,1,1,84.00,D,
Gran Old Peel,United States,1,,,G,
Grand Alastair,Scotland,13,3,74.67,F,
Grand Award,Canada,4,,,G,
Grand Bark,Sweden,3,2,83.34,D,
Grand Canadian,Canada,1,,,G,
Grand Coronation,Scotland,1,,,G,
Grand Duke,Scotland,2,,,G,
Grand Dulky,Scotland,4,,,G,
Grand Frère,France,1,1,86.00,C,
Grand Macnish,Scotland,29,10,75.70,E,
Grand Monarch,Scotland,2,1,82.75,D,
Grand Old,Scotland,1,1,87.00,C,
Grand Old Parr,Scotland,53,31,81.52,D,
Grand Royal,Myanmar,5,2,76.45,E,
Grand Scot,Scotland,2,1,76.00,E,
Grand Traverse,United States,3,2,82.38,D,
Grande Canadian,Canada,2,,,G,
Grandgousier,United States,2,,,G,
Grangestone,Scotland,24,17,77.54,E,
Granit,Austria,2,1,20.75,G,
Grannie's,Scotland,1,,,G,
Grant's,Scotland,163,89,73.91,F,
Grant's Royal,Scotland,9,4,82.10,D,
Granville,Scotland,3,3,88.03,C,
Grass Widow,United States,2,1,85.50,C,
Grau's Legend,,1,,,G,
Grayson,Scotland,1,,,G,
Great Bargee,,1,,,G,
Great Battle,Scotland,2,1,79.50,E,
Great King Street,Scotland,62,30,83.38,D,
Great Northern,United States,3,,,G,
Great Oaks,Ireland,1,1,83.00,D,
Great Outback,Australia,2,1,71.91,F,
Great Scots,Scotland,1,,,G,
Green & White,Ireland,2,1,84.75,D,
Green Douglas,Belgium,1,1,65.67,G,
Green Field,Ireland,1,,,G,
Green Forest,Japan,1,1,75.00,E,
Green Label,United States,1,,,G,
Green Land,,1,,,G,
Green Meadows,Scotland,2,2,86.25,C,
Green Park,Scotland,3,,,G,
Green River,United States,2,,,G,
Green Spot,Ireland,29,23,85.04,C,
Green Tree,Scotland,1,,,G,
Greenbrier,United States,1,1,81.00,D,
Greenfield,Scotland,1,1,88.00,C,
Greenore,Ireland,18,14,81.27,D,
Gregson's Fine,Scotland,4,,,G,
Greign,Scotland,1,1,77.14,E,
Gremli's Whisky,Switzerland,2,,,G,
Grendel's,Scotland,15,6,80.68,D,
Gretna Green,Scotland,1,,,G,
Grey Label,Scotland,,,,G,
Grey's Club,Scotland,1,,,G,
Greyhound,Scotland,1,,,G,
Gribhinneach,Scotland,2,1,86.33,C,
Griersons No.1,Scotland,6,1,88.00,C,
Griffin,Scotland,1,,,G,
Griffin Ranch,United States,1,,,G,
Griffo Distillery,United States,6,1,40.33,G,
Grog Blossom,Scotland,1,,,G,
Grommes & Ullrich,United States,2,,,G,
Grumsiner,Germany,2,1,68.50,G,
Grüner Baum,Germany,2,1,46.50,G,
Grüner Hund,Germany,15,7,72.40,F,
Gruwehewwel,Germany,5,4,87.65,C,
Gryphon,Germany,2,1,72.00,F,
Grythyttan,Sweden,6,2,79.85,E,
Guard House,Canada,1,1,51.00,G,
Guckenheimer,United States,5,1,75.00,E,
Guglhof,Austria,18,12,72.31,F,
Guillon,France,28,22,76.01,E,
Gulliver's 47,United Kingdom,3,1,83.00,D,
Gullytown,United States,1,,,G,
Gun Fighter,United States,6,4,83.67,D,
Gunpowder,United States,1,,,G,
Gutevin,Sweden,3,2,73.14,F,
Gutshof Andres,Germany,1,,,G,
Guy Fawkes,Scotland,2,1,85.00,C,
GWD - Great West Distillers,Canada,1,,,G,
Gwenroc,France,2,1,65.00,G,
H. Becker,Ireland,3,3,95.33,A,
H. Walker & Sons,United States,1,,,G,
H.M.Y. Britannia,Scotland,7,3,77.44,E,
Ha'Penny,Ireland,2,2,79.12,E,
Haas,Germany,16,10,72.06,F,
Habbel,Germany,3,2,59.38,G,
Hachikuma,Japan,2,1,50.00,G,
Hackler,Ireland,,,,G,
Had'nwhisky,Austria,1,,,G,
Haddington House,Scotland,2,1,72.50,F,
Haddock,Scotland,4,3,84.76,D,
Haeusler & Katsch,Germany,1,,,G,
Hagen-Ruehli,Switzerland,12,5,80.47,D,
Haggis Gravy,Scotland,1,,,G,
Hågmoar,Austria,1,1,63.33,G,
Haig,Scotland,48,27,81.53,D,
Haig & Haig,Scotland,11,5,84.87,D,
Haig Club,Scotland,9,5,66.81,G,
Haig's,Scotland,18,10,86.23,C,
Hakushu,Japan,147,111,87.75,C,
Half 'n' Half,Scotland,2,1,80.50,D,
Hälge,Sweden,2,1,53.13,G,
Hall's,Scotland,1,,,G,
Haller's,United States,4,3,62.50,G,
Halley's Comet,Scotland,1,,,G,
Hallmark,Scotland,1,,,G,
Hamashkeh,Scotland,2,,,G,
Hamburg Malt,Germany,6,5,84.30,D,
Hamilton,Scotland,1,,,G,
Hamilton,Canada,3,,,G,
Hamilton's,Scotland,1,,,G,
Hamiltons,Scotland,13,10,72.73,F,
Hamlet of Marypark,Scotland,2,,,G,
Hammer Head,Czech Republic,8,7,79.40,E,
Hammer Village,Scotland,1,,,G,
HammerFall,Scotland,2,2,82.47,D,
Hampton,,1,,,G,
Hancock's Reserve,United States,5,3,82.17,D,
Handmade Moonshine,Germany,1,,,G,
Hankey Bannister,Scotland,41,25,79.62,E,
Hannisville,United States,2,1,92.00,B,
Hannya,Japan,2,2,86.10,C,
Hanson of Sonoma,United States,1,,,G,
Hanyu,Japan,164,146,87.83,C,
Haran,Spain,1,1,79.80,E,
Harley-Davidson Traef,Scotland,1,1,83.00,D,
Harmony,Scotland,1,1,96.00,A,
Harold Robertson's,Scotland,1,,,G,
Harolds Club,United States,2,2,87.25,C,
Harrier,South Africa,1,1,64.00,G,
Harris & Tustin,Scotland,1,1,82.75,D,
Harrods,Scotland,12,3,75.33,E,
Harry E. Wilken,United States,2,1,91.00,B,
Harry's New York Bar,Scotland,,1,90.00,B,
Hart's,Scotland,2,1,78.00,E,
Hartfield & Co.,United States,3,,,G,
Harvey Mackay's,Scotland,1,1,87.00,C,
Harvey Nichols,United Kingdom,1,,,G,
Harvey's,Scotland,14,1,81.50,D,
Harwood,Canada,3,1,70.00,F,
Hatfield & McCoy,United States,1,,,G,
Hatozaki,Japan,4,3,80.60,D,
Hattfield,,1,,,G,
Hayes Parker,United States,3,,,G,
Hayner,United States,1,,,G,
Haynes and Bentley,Scotland,1,,,G,
Hazelburn,Scotland,415,219,86.38,C,
Hazelgrove,Scotland,4,4,85.07,C,
Hazelwood,Scotland,5,4,91.24,B,
HBC,Scotland,2,1,76.00,E,
HE8,Scotland,1,,,G,
Headframe Spirits,United States,2,,,G,
Headlands Distilling Co.,Australia,2,2,85.00,C,
Heart of Kentucky,United States,2,2,77.50,E,
Heart of Mystic,United States,5,,,G,
Heart of Scotland,Scotland,1,1,70.00,F,
Heartgow,Germany,1,1,91.25,B,
Hearthstone,United States,1,,,G,
Heartwood,Australia,57,26,86.29,C,
Heather,Scotland,1,,,G,
Heather & Peat,Scotland,1,1,87.50,C,
Heather Dew,Scotland,7,3,69.33,G,
Heather Nectar,Scotland,1,1,74.00,F,
Heathercrest,Scotland,1,,,G,
Heathland Whisky,Austria,1,1,51.00,G,
Heathwood,Scotland,1,1,35.00,G,
Heaven Hill,United States,126,77,84.13,D,
Heaven's Door,United States,18,7,83.72,D,
"Heavily Peated ""L""",Scotland,2,1,72.00,F,
Hebridean,Scotland,1,1,87.23,C,
Hebridean Princess,Scotland,4,,,G,
Hebrides,Scotland,4,2,93.91,B,
Hector Macbeth,Scotland,8,5,87.90,C,
Hedges & Butler,Scotland,27,11,82.80,D,
Hediard,Scotland,,,,G,
Hedonism,Scotland,40,28,85.07,C,
Heebie Jeebies,Scotland,2,1,74.00,F,
Heirloom,Scotland,1,,,G,
Helios Whisky,Japan,2,2,76.40,E,
Hell Fire,Switzerland,2,1,79.40,E,
Hell-Cat Maggie,Ireland,1,1,61.00,G,
Hellyers Road,Australia,52,31,83.39,D,
Helsinki Distilling Company,Finland,22,15,77.53,E,
Hemel,Netherlands,2,2,47.50,G,
Henderson,United States,1,,,G,
Henderson & Turnbull,Scotland,2,2,75.50,E,
Henebery,United States,1,,,G,
Henry Clay,United States,1,,,G,
Henry Downes,Ireland,1,1,85.00,C,
Henry Mason,United States,1,1,52.50,G,
Henry McKenna,United States,3031,23,84.57,D,
Henry Watterson,United States,2,,,G,
Henstone Distillery,United Kingdom,3,2,84.25,D,
Hepp,France,17,12,72.92,F,
Heriot-Watt University,Scotland,2,,,G,
Heritage,United States,4,,,G,
Heritage,Scotland,1,,,G,
Heritage Cask Whiskey,United States,1,1,84.00,D,
Herman Marshall,United States,3,2,71.50,F,
Hermitage,United States,4,1,85.00,C,
Herr Lüthy,Switzerland,15,7,80.05,D,
Hessentagswhisky,Germany,1,1,77.50,E,
Hessischer Oat Whisky,Germany,1,,,G,
Hessischer Single Malt Whisky,Germany,1,1,82.33,D,
Hetterley's,United States,3,,,G,
Hetzler Whisky,Germany,1,1,75.00,E,
Hewitts,Ireland,3,2,80.17,D,
Hibernian Supporters' Association,Scotland,1,,,G,
Hibiki,Japan,116,78,87.35,C,
Hickory Hill,United States,2,,,G,
Hicks & Healey,United Kingdom,10,4,82.50,D,
Hierber,Luxembourg,4,4,75.17,E,
High Coast,Sweden,73,47,85.84,C,
High Commissioner,Scotland,8,2,75.27,E,
High County,Scotland,1,,,G,
High Five,Scotland,1,1,83.92,D,
High Liquors,United States,1,,,G,
High Parkland,Scotland,1,1,88.83,C,
High Privacy,,1,1,90.17,B,
High Spirits,United States,2,1,72.00,F,
High Time,Scotland,3,,,G,
High West,United States,169,102,84.79,D,
High Wheeler,Australia,1,1,83.90,D,
Highbury,India,1,,,G,
Highfield,Ireland,1,,,G,
HighGlen,Switzerland,23,7,79.05,E,
Highgrove,Scotland,12,6,83.09,D,
Highland,Scotland,27,15,83.90,D,
Highland 51,Scotland,1,,,G,
Highland Abbey,Scotland,1,,,G,
Highland Aingeal,Scotland,3,3,85.01,C,
Highland Bard,Scotland,1,,,G,
Highland Baron,Scotland,3,2,64.00,G,
Highland Bird,Scotland,3,3,62.39,G,
Highland Black,Scotland,4,3,74.02,F,
Highland Blended Malt,Scotland,4,4,84.61,D,
Highland Blended Malt Scotch Whisky,Scotland,1,,,G,
Highland Brook,Scotland,5,,,G,
Highland Cattle,Scotland,5,3,78.94,E,
Highland Chief,Scotland,5,3,72.61,F,
Highland Circle,Scotland,2,1,83.00,D,
Highland Clan,Scotland,12,6,74.79,F,
Highland Command,Scotland,5,1,87.00,C,
Highland Cross,Scotland,1,1,64.00,G,
Highland Cup,Scotland,2,1,62.50,G,
Highland Distillery,Scotland,4,2,85.31,C,
Highland Dream,Scotland,7,4,84.94,D,
Highland Earl,Scotland,3,2,71.00,F,
Highland Farm,Scotland,1,,,G,
Highland Flavour,Scotland,1,,,G,
Highland Fusilier,Scotland,41,29,85.33,C,
Highland Gold,Scotland,4,3,75.17,E,
Highland Grand,Scotland,1,,,G,
Highland Harvest,Scotland,12,6,79.16,E,
Highland Heart,Scotland,15,15,82.93,D,
Highland Heather,Scotland,1,,,G,
Highland Inn,Scotland,1,,,G,
Highland Inspiration,Scotland,1,1,82.50,D,
Highland Journey,Scotland,1,1,79.81,E,
Highland King,Scotland,5,3,85.15,C,
Highland Laird,Scotland,16,1,21.00,G,
Highland Legend,Scotland,4,2,70.34,F,
Highland Malt,Scotland,18,13,83.38,D,
Highland Malt Scotch Whisky,Scotland,2,2,85.75,C,
Highland Malt Whisky,Scotland,4,1,83.50,D,
Highland Military Tattoo,Scotland,1,,,G,
Highland Mist,Scotland,4,3,82.78,D,
Highland Moss,Scotland,2,2,79.00,E,
Highland Mount,Scotland,1,,,G,
